,State,County,Year,MME,Population,fips,_merge,Prescription Rate Per Capita
247,WA,San Juan,2010,4731105.5588625,15769,53055.0,both,300.0257187432621
248,WA,San Juan,2011,5255909.8838625,15807,53055.0,both,332.505211859461
249,WA,San Juan,2012,4958942.11545,15806,53055.0,both,313.73795491901814
250,WA,San Juan,2013,5017736.5495875,15867,53055.0,both,316.23725654424277
251,WA,San Juan,2014,4095747.3040875,15970,53055.0,both,256.4650785277082
252,WA,Skagit,2006,34022111.9165875,114416,53057.0,both,297.35449514567455
253,WA,Skagit,2007,44947253.8832625,116261,53057.0,both,386.6064620402586
254,WA,Skagit,2008,42774851.2876125,118373,53057.0,both,361.3564857493896
255,WA,Skagit,2009,45629597.20815,119534,53057.0,both,381.7290244461827
256,WA,Skagit,2010,45562172.51295,116901,53057.0,both,389.7500664061899
257,WA,Skagit,2011,46909058.2463625,117578,53057.0,both,398.96118530985814
258,WA,Skagit,2012,45920521.3388625,117716,53057.0,both,390.09583522089184
259,WA,Skagit,2013,46743574.0997625,118270,53057.0,both,395.22764944417435
260,WA,Skagit,2014,49258789.8375,119990,53057.0,both,410.5241256563047
261,WA,Skamania,2006,2229414.7875,10549,53059.0,both,211.33896933358614
262,WA,Skamania,2007,2527186.125,10749,53059.0,both,235.10895199553445
263,WA,Skamania,2008,2712424.1625,10864,53059.0,both,249.67085442746688
264,WA,Skamania,2009,2969880.75,10894,53059.0,both,272.61618780980353
265,WA,Skamania,2010,2999433.1125,11066,53059.0,both,271.04944085487074
266,WA,Skamania,2011,2855337.0,11156,53059.0,both,255.946306920043
267,WA,Skamania,2012,3059767.575,11205,53059.0,both,273.07162650602413
268,WA,Skamania,2013,3033151.9875,11316,53059.0,both,268.0410027836691
269,WA,Skamania,2014,2970452.3625,11387,53059.0,both,260.8634726003337
270,WA,Snohomish,2006,257298514.5212,663645,53061.0,both,387.70504489779927
271,WA,Snohomish,2007,282215289.716625,675805,53061.0,both,417.5987003893504
272,WA,Snohomish,2008,309673098.9654,685296,53061.0,both,451.8822508308818
273,WA,Snohomish,2009,337409127.05385,694571,53061.0,both,485.78061429839426
274,WA,Snohomish,2010,346468845.571425,713335,53061.0,both,485.7028542990671
275,WA,Snohomish,2011,328305639.0303375,722149,53061.0,both,454.6231304486159
276,WA,Snohomish,2012,330160289.777175,732239,53061.0,both,450.8914299527545
277,WA,Snohomish,2013,327997961.3636625,744322,53061.0,both,440.66675627438457
278,WA,Snohomish,2014,325495917.1171875,757485,53061.0,both,429.7060893841957
279,WA,Spokane,2006,192982355.3252125,447211,53063.0,both,431.52416940820444
280,WA,Spokane,2007,198805208.256125,456187,53063.0,both,435.79761864350587
281,WA,Spokane,2008,204660755.7555125,462408,53063.0,both,442.5977832466404
282,WA,Spokane,2009,208973504.3287875,468684,53063.0,both,445.87292147542377
283,WA,Spokane,2010,210604000.417875,471221,53063.0,both,446.9325442157183
284,WA,Spokane,2011,215240189.0265375,473516,53063.0,both,454.55737298536377
285,WA,Spokane,2012,214310485.161525,475605,53063.0,both,450.6060389641089
286,WA,Spokane,2013,210434478.8769375,478553,53063.0,both,439.73076937546625
287,WA,Spokane,2014,204065331.2465625,483148,53063.0,both,422.36608916224947
288,WA,Stevens,2006,20319301.578,41392,53065.0,both,490.89924569965217
289,WA,Stevens,2007,20813643.4559,41953,53065.0,both,496.118119226277
290,WA,Stevens,2008,23758950.15315,42183,53065.0,both,563.2351931619372
291,WA,Stevens,2009,24517521.0952125,42334,53065.0,both,579.1449212267327
292,WA,Stevens,2010,24319327.0923375,43531,53065.0,both,558.6668602223128
293,WA,Stevens,2011,22840368.8833875,43457,53065.0,both,525.5854956252732
294,WA,Stevens,2012,21694133.8990875,43494,53065.0,both,498.78451968288726
295,WA,Stevens,2013,20462279.6663625,43287,53065.0,both,472.7118919389771
296,WA,Stevens,2014,21357175.477725,43498,53065.0,both,490.9921255626695
297,WA,Thurston,2006,59722735.198225,233335,53067.0,both,255.95275118702722
298,WA,Thurston,2007,65461650.0415875,238717,53067.0,both,274.22282469027135
299,WA,Thurston,2008,66451231.1082125,245571,53067.0,both,270.59885372545006
300,WA,Thurston,2009,69016647.8158875,250979,53067.0,both,274.9897314750935
301,WA,Thurston,2010,73980166.6434,252264,53067.0,both,293.26486000142705
302,WA,Thurston,2011,76306606.0284,256439,53067.0,both,297.5624067649617
303,WA,Thurston,2012,77028927.976575,258613,53067.0,both,297.85404436967593
304,WA,Thurston,2013,79984999.4674875,261976,53067.0,both,305.31422522478204
305,WA,Thurston,2014,78469520.48385,265071,53067.0,both,296.03208379585095
306,WA,Wahkiakum,2006,1004054.4375,3940,53069.0,both,254.8361516497462
307,WA,Wahkiakum,2007,1107905.5125,3985,53069.0,both,278.0189491844416
308,WA,Wahkiakum,2008,1000381.3125,4058,53069.0,both,246.52077686052243
309,WA,Wahkiakum,2009,890021.760675,4062,53069.0,both,219.10924684268835
310,WA,Wahkiakum,2010,810019.425,3978,53069.0,both,203.62479260935143
311,WA,Wahkiakum,2011,1064972.9625,3992,53069.0,both,266.77679421342685
312,WA,Wahkiakum,2012,1279147.05,3996,53069.0,both,320.1068693693694
313,WA,Wahkiakum,2013,1182912.9225,4002,53069.0,both,295.5804404047976
314,WA,Wahkiakum,2014,980341.3875,4008,53069.0,both,244.59615456586826
315,WA,Walla Walla,2006,16246619.2588125,57236,53071.0,both,283.85315638431234
316,WA,Walla Walla,2007,18407829.0225,57509,53071.0,both,320.0860564868108
317,WA,Walla Walla,2008,17937149.8088625,58149,53071.0,both,308.46875799863284
318,WA,Walla Walla,2009,18084690.5665875,59059,53071.0,both,306.2139651295738
319,WA,Walla Walla,2010,19730467.2225,58781,53071.0,both,335.6606254146748
320,WA,Walla Walla,2011,20742167.2538625,59452,53071.0,both,348.8893099283876
321,WA,Walla Walla,2012,21406199.27295,59342,53071.0,both,360.7259491245661
322,WA,Walla Walla,2013,22878727.395675,59387,53071.0,both,385.24807442159056
323,WA,Walla Walla,2014,24190273.178175,59548,53071.0,both,406.23149691299454
324,WA,Whatcom,2006,42680811.705675,188837,53073.0,both,226.01932728053822
325,WA,Whatcom,2007,48266708.984775,192843,53073.0,both,250.2901789786251
326,WA,Whatcom,2008,50167591.726425,196960,53073.0,both,254.70954369630888
327,WA,Whatcom,2009,50728804.2745125,200434,53073.0,both,253.09480564431433
328,WA,Whatcom,2010,50394480.5756625,201140,53073.0,both,250.54430036622503
329,WA,Whatcom,2011,48392960.1892875,203503,53073.0,both,237.79973852615194
330,WA,Whatcom,2012,47331039.75405,204902,53073.0,both,230.99354693487618
331,WA,Whatcom,2013,49051244.7533625,206139,53073.0,both,237.95227857592448
332,WA,Whatcom,2014,51611925.2026875,208240,53073.0,both,247.84827700099646
333,WA,Whitman,2006,7321052.5285875,41473,53075.0,both,176.525752383177
334,WA,Whitman,2007,8072747.032725,41084,53075.0,both,196.4936966392026
335,WA,Whitman,2008,7735818.5625,42027,53075.0,both,184.06782693268613
336,WA,Whitman,2009,8068959.345225,42689,53075.0,both,189.01729591288154
