County,Year,Population,State,fips,Deaths,_merge,drug_mortality_per_capita
Grenada County,2010.0,21906,MS,28043.0,227.0,both,0.01036245777412581
Hancock County,2010.0,43929,MS,28045.0,402.0,both,0.009151130232875776
Harrison County,2010.0,187105,MS,28047.0,1599.0,both,0.008546003580877048
Hinds County,2010.0,245285,MS,28049.0,1945.0,both,0.007929551338239192
Holmes County,2010.0,19198,MS,28051.0,193.0,both,0.01005313053443067
Humphreys County,2010.0,9375,MS,28053.0,98.0,both,0.010453333333333334
Issaquena County,2010.0,1406,MS,28055.0,13.0,both,0.009246088193456615
Itawamba County,2010.0,23401,MS,28057.0,275.0,both,0.011751634545532243
Jackson County,2010.0,139668,MS,28059.0,1236.0,both,0.008849557522123894
Jasper County,2010.0,17062,MS,28061.0,175.0,both,0.01025671081936467
Jefferson County,2010.0,7726,MS,28063.0,77.0,both,0.00996634739839503
Jefferson Davis County,2010.0,12487,MS,28065.0,139.0,both,0.01113157683991351
Jones County,2010.0,67761,MS,28067.0,629.0,both,0.009282625699148478
Kemper County,2010.0,10456,MS,28069.0,103.0,both,0.00985080336648814
Lafayette County,2010.0,47351,MS,28071.0,370.0,both,0.00781398492112099
Lamar County,2010.0,55658,MS,28073.0,377.0,both,0.006773509648208703
Lauderdale County,2010.0,80261,MS,28075.0,858.0,both,0.010690123472172039
Lawrence County,2010.0,12929,MS,28077.0,160.0,both,0.01237528037744605
Leake County,2010.0,23805,MS,28079.0,241.0,both,0.01012392354547364
Lee County,2010.0,82910,MS,28081.0,843.0,both,0.01016765167048607
Leflore County,2010.0,32317,MS,28083.0,330.0,both,0.010211343874740849
Lincoln County,2010.0,34869,MS,28085.0,400.0,both,0.011471507642891968
Lowndes County,2010.0,59779,MS,28087.0,517.0,both,0.008648522056240485
Madison County,2010.0,95203,MS,28089.0,994.0,both,0.010440847452286168
Marion County,2010.0,27088,MS,28091.0,340.0,both,0.012551683402244536
Marshall County,2010.0,37144,MS,28093.0,384.0,both,0.010338143441740255
Monroe County,2010.0,36989,MS,28095.0,388.0,both,0.010489605017707968
Montgomery County,2010.0,10925,MS,28097.0,156.0,both,0.014279176201372997
Neshoba County,2010.0,29676,MS,28099.0,306.0,both,0.010311362717347351
Newton County,2010.0,21720,MS,28101.0,233.0,both,0.01072744014732965
Noxubee County,2010.0,11545,MS,28103.0,126.0,both,0.010913815504547423
Oktibbeha County,2010.0,47671,MS,28105.0,260.0,both,0.00545404963185165
Panola County,2010.0,34707,MS,28107.0,340.0,both,0.00979629469559455
Pearl River County,2010.0,55834,MS,28109.0,580.0,both,0.010387935666439804
Perry County,2010.0,12250,MS,28111.0,147.0,both,0.012
Pike County,2010.0,40404,MS,28113.0,495.0,both,0.012251262251262251
Pontotoc County,2010.0,29957,MS,28115.0,254.0,both,0.00847881964148613
Prentiss County,2010.0,25276,MS,28117.0,300.0,both,0.011868966608640608
Quitman County,2010.0,8223,MS,28119.0,112.0,both,0.013620333211723215
Rankin County,2010.0,141617,MS,28121.0,1030.0,both,0.007273138111949837
Scott County,2010.0,28264,MS,28123.0,303.0,both,0.010720350976507217
Sharkey County,2010.0,4916,MS,28125.0,59.0,both,0.012001627339300243
Simpson County,2010.0,27503,MS,28127.0,309.0,both,0.011235137984947097
Smith County,2010.0,16491,MS,28129.0,155.0,both,0.00939906615729792
Stone County,2010.0,17786,MS,28131.0,167.0,both,0.009389407399077926
Sunflower County,2010.0,29450,MS,28133.0,326.0,both,0.011069609507640068
Tallahatchie County,2010.0,15378,MS,28135.0,142.0,both,0.009233970607361166
Tate County,2010.0,28886,MS,28137.0,266.0,both,0.009208613169009209
Tippah County,2010.0,22232,MS,28139.0,269.0,both,0.0120996761424973
Tishomingo County,2010.0,19593,MS,28141.0,252.0,both,0.012861736334405145
Tunica County,2010.0,10778,MS,28143.0,109.0,both,0.010113193542401188
Union County,2010.0,27134,MS,28145.0,287.0,both,0.010577135696911624
Walthall County,2010.0,15443,MS,28147.0,187.0,both,0.012109046169785663
Warren County,2010.0,48773,MS,28149.0,498.0,both,0.01021056732208394
Washington County,2010.0,51137,MS,28151.0,596.0,both,0.011654966071533332
Wayne County,2010.0,20747,MS,28153.0,209.0,both,0.010073745601773751
Webster County,2010.0,10253,MS,28155.0,148.0,both,0.01443479957085731
Wilkinson County,2010.0,9878,MS,28157.0,130.0,both,0.013160558817574408
Winston County,2010.0,19198,MS,28159.0,213.0,both,0.011094905719345766
Yalobusha County,2010.0,12678,MS,28161.0,162.0,both,0.012778040700425935
Yazoo County,2010.0,28065,MS,28163.0,249.0,both,0.008872260823089256
Adams County,2011.0,32436,MS,28001.0,410.0,both,0.012640276236280676
Alcorn County,2011.0,37292,MS,28003.0,431.0,both,0.011557438592727664
Amite County,2011.0,13141,MS,28005.0,147.0,both,0.011186363290464957
Attala County,2011.0,19386,MS,28007.0,257.0,both,0.013256989580109357
Benton County,2011.0,8720,MS,28009.0,76.0,both,0.00871559633027523
Bolivar County,2011.0,33807,MS,28011.0,432.0,both,0.012778418670689502
Calhoun County,2011.0,14903,MS,28013.0,186.0,both,0.012480708582164666
Carroll County,2011.0,10437,MS,28015.0,102.0,both,0.009772923253808566
Chickasaw County,2011.0,17497,MS,28017.0,176.0,both,0.010058867234383036
Choctaw County,2011.0,8449,MS,28019.0,71.0,both,0.008403361344537815
Claiborne County,2011.0,9779,MS,28021.0,89.0,both,0.009101135085387053
Clarke County,2011.0,16692,MS,28023.0,211.0,both,0.012640786005271987
Clay County,2011.0,20504,MS,28025.0,206.0,both,0.010046820132657043
Coahoma County,2011.0,25861,MS,28027.0,292.0,both,0.01129113336684583
Copiah County,2011.0,29280,MS,28029.0,322.0,both,0.010997267759562841
Covington County,2011.0,19488,MS,28031.0,256.0,both,0.013136288998357963
DeSoto County,2011.0,164133,MS,28033.0,1107.0,both,0.006744530350386577
Forrest County,2011.0,75796,MS,28035.0,651.0,both,0.008588843738455856
Franklin County,2011.0,7981,MS,28037.0,97.0,both,0.012153865430397193
George County,2011.0,22860,MS,28039.0,214.0,both,0.009361329833770778
Greene County,2011.0,14319,MS,28041.0,128.0,both,0.008939171729869404
Grenada County,2011.0,21609,MS,28043.0,281.0,both,0.013003840992179185
Hancock County,2011.0,44767,MS,28045.0,408.0,both,0.009113856188710434
Harrison County,2011.0,191130,MS,28047.0,1740.0,both,0.009103751373410768
Hinds County,2011.0,248221,MS,28049.0,2005.0,both,0.008077479343004823
Holmes County,2011.0,19081,MS,28051.0,187.0,both,0.009800324930559195
Humphreys County,2011.0,9316,MS,28053.0,87.0,both,0.009338772005152426
Issaquena County,2011.0,1387,MS,28055.0,11.0,both,0.007930785868781542
Itawamba County,2011.0,23271,MS,28057.0,264.0,both,0.011344591981436123
Jackson County,2011.0,140058,MS,28059.0,1253.0,both,0.008946293678333262
Jasper County,2011.0,16857,MS,28061.0,191.0,both,0.011330604496648277
Jefferson County,2011.0,7599,MS,28063.0,83.0,both,0.010922489801289643
Jefferson Davis County,2011.0,12163,MS,28065.0,171.0,both,0.014059031488941873
Jones County,2011.0,67945,MS,28067.0,680.0,both,0.010008094782544705
Kemper County,2011.0,10292,MS,28069.0,98.0,both,0.009521958802953751
Lafayette County,2011.0,48428,MS,28071.0,343.0,both,0.007082679441645329
Lamar County,2011.0,57390,MS,28073.0,379.0,both,0.006603937968287158
Lauderdale County,2011.0,80663,MS,28075.0,855.0,both,0.0105996553562352
Lawrence County,2011.0,12748,MS,28077.0,140.0,both,0.010982114841543772
Leake County,2011.0,23251,MS,28079.0,223.0,both,0.00959098533396413
Lee County,2011.0,84032,MS,28081.0,842.0,both,0.01001999238385377
Leflore County,2011.0,32073,MS,28083.0,390.0,both,0.012159760546253858
Lincoln County,2011.0,34870,MS,28085.0,399.0,both,0.011442500716948667
Lowndes County,2011.0,59626,MS,28087.0,581.0,both,0.009744071378257807
Madison County,2011.0,96977,MS,28089.0,944.0,both,0.009734266888024996
Marion County,2011.0,26669,MS,28091.0,327.0,both,0.012261427125126552
Marshall County,2011.0,36771,MS,28093.0,389.0,both,0.01057898887710424
Monroe County,2011.0,36601,MS,28095.0,414.0,both,0.01131116636157482
Montgomery County,2011.0,10771,MS,28097.0,164.0,both,0.015226070002785256
Neshoba County,2011.0,29758,MS,28099.0,325.0,both,0.01092143289199543
Newton County,2011.0,21424,MS,28101.0,223.0,both,0.010408887229275578
Noxubee County,2011.0,11295,MS,28103.0,111.0,both,0.009827357237715804
Oktibbeha County,2011.0,47776,MS,28105.0,292.0,both,0.006111855324849297
Panola County,2011.0,34480,MS,28107.0,406.0,both,0.011774941995359629
Pearl River County,2011.0,55441,MS,28109.0,579.0,both,0.010443534568279792
Perry County,2011.0,12155,MS,28111.0,109.0,both,0.008967503085150144
Pike County,2011.0,40436,MS,28113.0,491.0,both,0.012142645167672371
Pontotoc County,2011.0,29782,MS,28115.0,275.0,both,0.009233765361627828
Prentiss County,2011.0,25368,MS,28117.0,279.0,both,0.010998107852412488
Quitman County,2011.0,8050,MS,28119.0,119.0,both,0.014782608695652174
Rankin County,2011.0,144209,MS,28121.0,1088.0,both,0.007544605399108239
Scott County,2011.0,28386,MS,28123.0,277.0,both,0.009758331571901641
Sharkey County,2011.0,4877,MS,28125.0,64.0,both,0.01312282140660242
Simpson County,2011.0,27407,MS,28127.0,291.0,both,0.01061772539862079
Smith County,2011.0,16523,MS,28129.0,156.0,both,0.00944138473642801
Stone County,2011.0,17900,MS,28131.0,190.0,both,0.010614525139664804
Sunflower County,2011.0,28519,MS,28133.0,281.0,both,0.009853080402538659
Tallahatchie County,2011.0,15329,MS,28135.0,138.0,both,0.009002544197273142
Tate County,2011.0,28734,MS,28137.0,265.0,both,0.009222523839354076
Tippah County,2011.0,22038,MS,28139.0,268.0,both,0.012160813140938379
Tishomingo County,2011.0,19634,MS,28141.0,280.0,both,0.014260975858205155
Tunica County,2011.0,10589,MS,28143.0,115.0,both,0.010860326754178865
Union County,2011.0,27305,MS,28145.0,262.0,both,0.009595312213880242
Walthall County,2011.0,15372,MS,28147.0,167.0,both,0.01086390840489201
Warren County,2011.0,48325,MS,28149.0,482.0,both,0.009974133471288154
Washington County,2011.0,50465,MS,28151.0,576.0,both,0.011413851183988903
Wayne County,2011.0,20629,MS,28153.0,222.0,both,0.010761549275292064
Webster County,2011.0,10194,MS,28155.0,125.0,both,0.012262114969589955
Wilkinson County,2011.0,9582,MS,28157.0,121.0,both,0.012627843873930285
Winston County,2011.0,19045,MS,28159.0,225.0,both,0.01181412444211079
Yalobusha County,2011.0,12518,MS,28161.0,170.0,both,0.013580444160409011
Yazoo County,2011.0,28275,MS,28163.0,257.0,both,0.009089301503094607
Adams County,2012.0,32208,MS,28001.0,411.0,both,0.01276080476900149
Alcorn County,2012.0,37224,MS,28003.0,455.0,both,0.012223296797764883
Amite County,2012.0,12937,MS,28005.0,140.0,both,0.010821674267604544
Attala County,2012.0,19148,MS,28007.0,257.0,both,0.013421767286400668
Benton County,2012.0,8651,MS,28009.0,99.0,both,0.011443763726736793
Bolivar County,2012.0,34002,MS,28011.0,389.0,both,0.011440503499794129
Calhoun County,2012.0,14828,MS,28013.0,185.0,both,0.012476396007553278
Carroll County,2012.0,10403,MS,28015.0,116.0,both,0.011150629626069403
Chickasaw County,2012.0,17497,MS,28017.0,153.0,both,0.008744356175344345
Choctaw County,2012.0,8427,MS,28019.0,91.0,both,0.010798623472172779
Claiborne County,2012.0,9352,MS,28021.0,93.0,both,0.009944396920444824
Clarke County,2012.0,16526,MS,28023.0,191.0,both,0.011557545685586349
Clay County,2012.0,20406,MS,28025.0,214.0,both,0.010487111633833186
Coahoma County,2012.0,25628,MS,28027.0,298.0,both,0.011627906976744186
Copiah County,2012.0,29047,MS,28029.0,320.0,both,0.011016628223224429
Covington County,2012.0,19447,MS,28031.0,254.0,both,0.013061140535815292
DeSoto County,2012.0,166521,MS,28033.0,1192.0,both,0.007158256316020201
Forrest County,2012.0,76433,MS,28035.0,740.0,both,0.009681681995996493
Franklin County,2012.0,7898,MS,28037.0,108.0,both,0.013674347936186377
George County,2012.0,22918,MS,28039.0,243.0,both,0.010603019460685923
Greene County,2012.0,14331,MS,28041.0,125.0,both,0.008722350150024422
Grenada County,2012.0,21622,MS,28043.0,298.0,both,0.013782258810470818
Hancock County,2012.0,45296,MS,28045.0,399.0,both,0.008808724832214765
Harrison County,2012.0,193633,MS,28047.0,1853.0,both,0.009569649801428475
Hinds County,2012.0,248036,MS,28049.0,2016.0,both,0.008127852408521343
Holmes County,2012.0,18921,MS,28051.0,219.0,both,0.011574441097193595
Humphreys County,2012.0,9213,MS,28053.0,104.0,both,0.011288396830565504
Issaquena County,2012.0,1395,MS,28055.0,11.0,both,0.007885304659498209
Itawamba County,2012.0,23301,MS,28057.0,235.0,both,0.010085404059911592
Jackson County,2012.0,140000,MS,28059.0,1257.0,both,0.008978571428571428
Jasper County,2012.0,16558,MS,28061.0,228.0,both,0.01376977895881145
Jefferson County,2012.0,7683,MS,28063.0,84.0,both,0.010933229207340883
Jefferson Davis County,2012.0,12065,MS,28065.0,154.0,both,0.01276419394944053
Jones County,2012.0,68442,MS,28067.0,677.0,both,0.009891587037199381
Kemper County,2012.0,10392,MS,28069.0,98.0,both,0.009430331023864511
Lafayette County,2012.0,50266,MS,28071.0,388.0,both,0.007718935264393427
Lamar County,2012.0,58167,MS,28073.0,391.0,both,0.006722024515618822
Lauderdale County,2012.0,80280,MS,28075.0,844.0,both,0.010513203786746387
Lawrence County,2012.0,12690,MS,28077.0,154.0,both,0.012135539795114263
Leake County,2012.0,23189,MS,28079.0,231.0,both,0.00996161973349433
Lee County,2012.0,84802,MS,28081.0,854.0,both,0.010070517204782905
Leflore County,2012.0,30806,MS,28083.0,358.0,both,0.011621112770239564
Lincoln County,2012.0,34848,MS,28085.0,412.0,both,0.01182277318640955
Lowndes County,2012.0,59619,MS,28087.0,515.0,both,0.008638185813247455
Madison County,2012.0,98092,MS,28089.0,995.0,both,0.010143538718753823
Marion County,2012.0,26333,MS,28091.0,350.0,both,0.013291307484904872
Marshall County,2012.0,36567,MS,28093.0,383.0,both,0.010473924576804223
Monroe County,2012.0,36410,MS,28095.0,399.0,both,0.01095852787695688
Montgomery County,2012.0,10600,MS,28097.0,151.0,both,0.014245283018867924
Neshoba County,2012.0,29747,MS,28099.0,335.0,both,0.011261639829226476
Newton County,2012.0,21499,MS,28101.0,253.0,both,0.011767989208800409
Noxubee County,2012.0,11155,MS,28103.0,93.0,both,0.008337068579112506
Oktibbeha County,2012.0,48853,MS,28105.0,274.0,both,0.005608662722862465
Panola County,2012.0,34427,MS,28107.0,354.0,both,0.010282627007871728
Pearl River County,2012.0,55003,MS,28109.0,569.0,both,0.01034489027871207
Perry County,2012.0,12003,MS,28111.0,115.0,both,0.00958093809880863
Pike County,2012.0,40091,MS,28113.0,456.0,both,0.011374123868199845
Pontotoc County,2012.0,30306,MS,28115.0,247.0,both,0.008150201280274534
Prentiss County,2012.0,25366,MS,28117.0,285.0,both,0.011235512102814791
Quitman County,2012.0,7796,MS,28119.0,93.0,both,0.011929194458696767
Rankin County,2012.0,145833,MS,28121.0,1029.0,both,0.007056016128036864
Scott County,2012.0,28360,MS,28123.0,274.0,both,0.009661495063469675
Sharkey County,2012.0,4788,MS,28125.0,64.0,both,0.013366750208855471
Simpson County,2012.0,27426,MS,28127.0,280.0,both,0.010209290454313425
Smith County,2012.0,16334,MS,28129.0,162.0,both,0.009917962532141545
Stone County,2012.0,18051,MS,28131.0,191.0,both,0.010581131239266522
Sunflower County,2012.0,28415,MS,28133.0,308.0,both,0.01083934541615344
Tallahatchie County,2012.0,15045,MS,28135.0,158.0,both,0.010501827849783981
Tate County,2012.0,28519,MS,28137.0,267.0,both,0.009362179599565201
Tippah County,2012.0,21914,MS,28139.0,239.0,both,0.010906269964406315
Tishomingo County,2012.0,19617,MS,28141.0,275.0,both,0.01401845338227048
Tunica County,2012.0,10438,MS,28143.0,100.0,both,0.009580379383023568
Union County,2012.0,27339,MS,28145.0,277.0,both,0.010132045795383883
Walthall County,2012.0,15069,MS,28147.0,150.0,both,0.009954210631096954
Warren County,2012.0,48226,MS,28149.0,499.0,both,0.010347115663749844
Washington County,2012.0,50035,MS,28151.0,577.0,both,0.01153192765064455
Wayne County,2012.0,20628,MS,28153.0,225.0,both,0.010907504363001745
Webster County,2012.0,10090,MS,28155.0,126.0,both,0.01248761149653122
Wilkinson County,2012.0,9460,MS,28157.0,98.0,both,0.010359408033826638
Winston County,2012.0,18981,MS,28159.0,225.0,both,0.011853959222380275
Yalobusha County,2012.0,12391,MS,28161.0,163.0,both,0.013154709063029619
Yazoo County,2012.0,28336,MS,28163.0,275.0,both,0.009704968944099378
Adams County,2013.0,32127,MS,28001.0,426.0,both,0.013259874871603324
Alcorn County,2013.0,37299,MS,28003.0,444.0,both,0.011903804391538647
Amite County,2013.0,12856,MS,28005.0,145.0,both,0.01127878033602987
Attala County,2013.0,19116,MS,28007.0,266.0,both,0.013915044988491316
Benton County,2013.0,8503,MS,28009.0,105.0,both,0.012348582853110667
Bolivar County,2013.0,33986,MS,28011.0,422.0,both,0.012416877537809687
Calhoun County,2013.0,14707,MS,28013.0,192.0,both,0.013055007819405726
Carroll County,2013.0,10326,MS,28015.0,107.0,both,0.010362192523726516
Chickasaw County,2013.0,17381,MS,28017.0,181.0,both,0.010413670099533975
Choctaw County,2013.0,8460,MS,28019.0,89.0,both,0.010520094562647754
Claiborne County,2013.0,9144,MS,28021.0,92.0,both,0.010061242344706912
Clarke County,2013.0,16414,MS,28023.0,183.0,both,0.011149019130010967
Clay County,2013.0,20365,MS,28025.0,242.0,both,0.011883132825926835
Coahoma County,2013.0,25196,MS,28027.0,292.0,both,0.011589141133513257
Copiah County,2013.0,28941,MS,28029.0,318.0,both,0.010987871877267545
Covington County,2013.0,19214,MS,28031.0,290.0,both,0.015093161236598313
DeSoto County,2013.0,168502,MS,28033.0,1254.0,both,0.007442048165600408
Forrest County,2013.0,76614,MS,28035.0,722.0,both,0.009423865089931344
Franklin County,2013.0,7874,MS,28037.0,107.0,both,0.013589027178054356
George County,2013.0,23223,MS,28039.0,249.0,both,0.010722128923911639
Greene County,2013.0,14286,MS,28041.0,125.0,both,0.00874982500349993
Grenada County,2013.0,21542,MS,28043.0,313.0,both,0.014529755825828614
Hancock County,2013.0,45561,MS,28045.0,459.0,both,0.010074405741752815
Harrison County,2013.0,196255,MS,28047.0,1872.0,both,0.009538610481261624
Hinds County,2013.0,246313,MS,28049.0,2137.0,both,0.00867595295416807
Holmes County,2013.0,18801,MS,28051.0,188.0,both,0.009999468113398224
Humphreys County,2013.0,8965,MS,28053.0,111.0,both,0.012381483547127719
Issaquena County,2013.0,1405,MS,28055.0,17.0,both,0.012099644128113879
Itawamba County,2013.0,23378,MS,28057.0,278.0,both,0.01189152194370776
Jackson County,2013.0,140393,MS,28059.0,1259.0,both,0.008967683573967364
Jasper County,2013.0,16490,MS,28061.0,186.0,both,0.011279563371740449
Jefferson County,2013.0,7658,MS,28063.0,69.0,both,0.00901018542700444
Jefferson Davis County,2013.0,11945,MS,28065.0,157.0,both,0.013143574717455002
Jones County,2013.0,68982,MS,28067.0,705.0,both,0.0102200574062799
Kemper County,2013.0,10295,MS,28069.0,104.0,both,0.010101991257892181
Lafayette County,2013.0,51624,MS,28071.0,401.0,both,0.007767704943437161
Lamar County,2013.0,59209,MS,28073.0,382.0,both,0.006451721866608117
Lauderdale County,2013.0,80276,MS,28075.0,913.0,both,0.011373262245253875
Lawrence County,2013.0,12599,MS,28077.0,145.0,both,0.011508849908722914
Leake County,2013.0,23261,MS,28079.0,250.0,both,0.010747603284467564
Lee County,2013.0,84981,MS,28081.0,880.0,both,0.01035525588072628
Leflore County,2013.0,30759,MS,28083.0,361.0,both,0.011736402353782633
Lincoln County,2013.0,34728,MS,28085.0,418.0,both,0.012036397143515318
Lowndes County,2013.0,59826,MS,28087.0,604.0,both,0.010095944906896666
Madison County,2013.0,99531,MS,28089.0,968.0,both,0.009725613125558872
Marion County,2013.0,26064,MS,28091.0,342.0,both,0.013121546961325966
Marshall County,2013.0,36478,MS,28093.0,421.0,both,0.01154120291682658
Monroe County,2013.0,36154,MS,28095.0,431.0,both,0.01192122586712397
Montgomery County,2013.0,10575,MS,28097.0,147.0,both,0.013900709219858157
Neshoba County,2013.0,29539,MS,28099.0,390.0,both,0.013202884322421206
Newton County,2013.0,21525,MS,28101.0,303.0,both,0.01407665505226481
Noxubee County,2013.0,11059,MS,28103.0,128.0,both,0.011574283389094855
Oktibbeha County,2013.0,49152,MS,28105.0,289.0,both,0.005879720052083333
Panola County,2013.0,34398,MS,28107.0,367.0,both,0.01066922495493924
Pearl River County,2013.0,54848,MS,28109.0,622.0,both,0.011340431738623103
Perry County,2013.0,12020,MS,28111.0,148.0,both,0.012312811980033278
Pike County,2013.0,39944,MS,28113.0,463.0,both,0.01159122771880633
Pontotoc County,2013.0,30680,MS,28115.0,313.0,both,0.010202086049543677
Prentiss County,2013.0,25480,MS,28117.0,290.0,both,0.011381475667189953
Quitman County,2013.0,7814,MS,28119.0,98.0,both,0.012541592014333249
Rankin County,2013.0,147361,MS,28121.0,1006.0,both,0.006826772348178962
Scott County,2013.0,28336,MS,28123.0,272.0,both,0.009599096555618294
Sharkey County,2013.0,4681,MS,28125.0,79.0,both,0.016876735740226446
Simpson County,2013.0,27534,MS,28127.0,305.0,both,0.011077213626788698
Smith County,2013.0,16226,MS,28129.0,167.0,both,0.010292123752002958
Stone County,2013.0,17967,MS,28131.0,170.0,both,0.009461791061390327
Sunflower County,2013.0,27910,MS,28133.0,305.0,both,0.01092798280186313
Tallahatchie County,2013.0,14977,MS,28135.0,159.0,both,0.010616278293383187
Tate County,2013.0,28341,MS,28137.0,283.0,both,0.009985533326276419
Tippah County,2013.0,22000,MS,28139.0,268.0,both,0.012181818181818183
Tishomingo County,2013.0,19505,MS,28141.0,289.0,both,0.014816713663163292
Tunica County,2013.0,10454,MS,28143.0,96.0,both,0.009183087813277214
Union County,2013.0,27763,MS,28145.0,272.0,both,0.009797212116846163
Walthall County,2013.0,14853,MS,28147.0,192.0,both,0.012926681478489193
Warren County,2013.0,48301,MS,28149.0,506.0,both,0.010475973582327488
Washington County,2013.0,49679,MS,28151.0,629.0,both,0.012661285452605728
Wayne County,2013.0,20476,MS,28153.0,201.0,both,0.009816370384840789
Webster County,2013.0,9951,MS,28155.0,160.0,both,0.0160787860516531
Wilkinson County,2013.0,9340,MS,28157.0,106.0,both,0.011349036402569594
Winston County,2013.0,18764,MS,28159.0,228.0,both,0.012150927307610318
Yalobusha County,2013.0,12377,MS,28161.0,156.0,both,0.012604023592146723
Yazoo County,2013.0,28002,MS,28163.0,317.0,both,0.011320619955717448
Adams County,2014.0,32081,MS,28001.0,416.0,both,0.012967176833639849
Alcorn County,2014.0,37276,MS,28003.0,473.0,both,0.012689129734950101
Amite County,2014.0,12605,MS,28005.0,148.0,both,0.01174137247124157
Attala County,2014.0,18829,MS,28007.0,281.0,both,0.014923787774178129
Benton County,2014.0,8305,MS,28009.0,110.0,both,0.013245033112582781
Bolivar County,2014.0,33824,MS,28011.0,386.0,both,0.0114120151371807
Calhoun County,2014.0,14695,MS,28013.0,176.0,both,0.011976862878530113
Carroll County,2014.0,10239,MS,28015.0,127.0,both,0.012403555034671354
Chickasaw County,2014.0,17399,MS,28017.0,181.0,both,0.010402896718202196
Choctaw County,2014.0,8388,MS,28019.0,88.0,both,0.010491177873152123
Claiborne County,2014.0,9169,MS,28021.0,126.0,both,0.01374195659286727
Clarke County,2014.0,16273,MS,28023.0,228.0,both,0.014010938364161495
Clay County,2014.0,20156,MS,28025.0,250.0,both,0.012403254614010716
Coahoma County,2014.0,24860,MS,28027.0,290.0,both,0.01166532582461786
Copiah County,2014.0,28976,MS,28029.0,316.0,both,0.010905577029265598
Covington County,2014.0,19161,MS,28031.0,240.0,both,0.012525442304681384
DeSoto County,2014.0,170923,MS,28033.0,1248.0,both,0.007301533439033951
Forrest County,2014.0,75861,MS,28035.0,709.0,both,0.009346040785120155
Franklin County,2014.0,7775,MS,28037.0,116.0,both,0.014919614147909968
George County,2014.0,23332,MS,28039.0,237.0,both,0.010157723298474199
Greene County,2014.0,14337,MS,28041.0,127.0,both,0.008858199065355375
Grenada County,2014.0,21611,MS,28043.0,285.0,both,0.01318772847161168
Hancock County,2014.0,46029,MS,28045.0,481.0,both,0.010449933737426404
Harrison County,2014.0,198502,MS,28047.0,1939.0,both,0.009768163544951688
Hinds County,2014.0,245370,MS,28049.0,2151.0,both,0.008766352854872234
Holmes County,2014.0,18508,MS,28051.0,224.0,both,0.012102874432677761
Humphreys County,2014.0,8794,MS,28053.0,92.0,both,0.01046167841710257
Issaquena County,2014.0,1386,MS,28055.0,11.0,both,0.007936507936507936
Itawamba County,2014.0,23401,MS,28057.0,281.0,both,0.012008033844707491
Jackson County,2014.0,141511,MS,28059.0,1310.0,both,0.009257230886644855
Jasper County,2014.0,16531,MS,28061.0,203.0,both,0.012279958865162421
Jefferson County,2014.0,7584,MS,28063.0,98.0,both,0.012921940928270042
Jefferson Davis County,2014.0,11815,MS,28065.0,153.0,both,0.012949640287769784
Jones County,2014.0,68428,MS,28067.0,742.0,both,0.01084351435085053
Kemper County,2014.0,10222,MS,28069.0,97.0,both,0.009489336724711406
Lafayette County,2014.0,52116,MS,28071.0,349.0,both,0.006696599892547395
Lamar County,2014.0,60211,MS,28073.0,383.0,both,0.00636096394346548
Lauderdale County,2014.0,79330,MS,28075.0,819.0,both,0.010323963191730744
Lawrence County,2014.0,12625,MS,28077.0,130.0,both,0.010297029702970298
Leake County,2014.0,23176,MS,28079.0,247.0,both,0.01065757680358992
Lee County,2014.0,84781,MS,28081.0,916.0,both,0.010804307568912846
Leflore County,2014.0,30721,MS,28083.0,347.0,both,0.011295205234204615
Lincoln County,2014.0,34737,MS,28085.0,392.0,both,0.011284797190315802
Lowndes County,2014.0,59828,MS,28087.0,583.0,both,0.009744601190078224
Madison County,2014.0,100902,MS,28089.0,959.0,both,0.009504271471328617
Marion County,2014.0,25685,MS,28091.0,300.0,both,0.01167996885341639
Marshall County,2014.0,36197,MS,28093.0,406.0,both,0.011216399149100754
Monroe County,2014.0,36061,MS,28095.0,421.0,both,0.011674662377637892
Montgomery County,2014.0,10358,MS,28097.0,131.0,both,0.012647229194825256
Neshoba County,2014.0,29470,MS,28099.0,365.0,both,0.012385476756023075
Newton County,2014.0,21714,MS,28101.0,281.0,both,0.012940959749470387
Noxubee County,2014.0,11069,MS,28103.0,108.0,both,0.009756978950221339
Oktibbeha County,2014.0,49124,MS,28105.0,300.0,both,0.006106994544418207
Panola County,2014.0,34453,MS,28107.0,401.0,both,0.01163904449539953
Pearl River County,2014.0,55149,MS,28109.0,594.0,both,0.010770820867105478
Perry County,2014.0,12064,MS,28111.0,131.0,both,0.010858753315649868
Pike County,2014.0,39960,MS,28113.0,521.0,both,0.013038038038038038
Pontotoc County,2014.0,30802,MS,28115.0,285.0,both,0.009252645932082332
Prentiss County,2014.0,25421,MS,28117.0,275.0,both,0.010817827780181739
Quitman County,2014.0,7689,MS,28119.0,81.0,both,0.010534529847834569
Rankin County,2014.0,148464,MS,28121.0,1055.0,both,0.007106099795236556
Scott County,2014.0,28552,MS,28123.0,279.0,both,0.009771644718408518
Sharkey County,2014.0,4615,MS,28125.0,70.0,both,0.015167930660888408
Simpson County,2014.0,27517,MS,28127.0,295.0,both,0.010720645419195407
Smith County,2014.0,16207,MS,28129.0,173.0,both,0.010674399950638612
Stone County,2014.0,18100,MS,28131.0,157.0,both,0.00867403314917127
Sunflower County,2014.0,27408,MS,28133.0,281.0,both,0.010252481027437244
