County,Year,Population,State,fips,Deaths,_merge,drug_mortality_per_capita
Otero County,2015.0,18182,CO,8089.0,245.0,both,0.013474865251347487
Ouray County,2015.0,4611,CO,8091.0,20.0,both,0.004337453914552158
Park County,2015.0,16739,CO,8093.0,82.0,both,0.004898739470697174
Phillips County,2015.0,4328,CO,8095.0,62.0,both,0.01432532347504621
Pitkin County,2015.0,17962,CO,8097.0,61.0,both,0.0033960583453958356
Prowers County,2015.0,11937,CO,8099.0,130.0,both,0.010890508502973947
Pueblo County,2015.0,163101,CO,8101.0,1698.0,both,0.010410727095480715
Rio Blanco County,2015.0,6487,CO,8103.0,60.0,both,0.009249267766301835
Rio Grande County,2015.0,11355,CO,8105.0,120.0,both,0.010568031704095112
Routt County,2015.0,24388,CO,8107.0,106.0,both,0.004346399868787929
Saguache County,2015.0,6250,CO,8109.0,49.0,both,0.00784
San Juan County,2015.0,690,CO,8111.0,,left_only,0.01
San Miguel County,2015.0,7850,CO,8113.0,22.0,both,0.002802547770700637
Sedgwick County,2015.0,2373,CO,8115.0,45.0,both,0.018963337547408345
Summit County,2015.0,30064,CO,8117.0,67.0,both,0.0022285790313996807
Teller County,2015.0,23421,CO,8119.0,155.0,both,0.006617992399982921
Washington County,2015.0,4775,CO,8121.0,62.0,both,0.012984293193717278
Weld County,2015.0,286493,CO,8123.0,1735.0,both,0.006055994387297421
Yuma County,2015.0,10044,CO,8125.0,98.0,both,0.009757068896853844
Alachua County,2003.0,225862,FL,12001.0,1590.0,both,0.007039696806014292
Baker County,2003.0,23285,FL,12003.0,200.0,both,0.008589220528237063
Bay County,2003.0,154726,FL,12005.0,1442.0,both,0.009319700632085105
Bradford County,2003.0,27097,FL,12007.0,243.0,both,0.008967782411337048
Brevard County,2003.0,502985,FL,12009.0,5443.0,both,0.010821396264302117
Broward County,2003.0,1719073,FL,12011.0,15737.0,both,0.009154352374797347
Calhoun County,2003.0,12986,FL,12013.0,154.0,both,0.011858924996149699
Charlotte County,2003.0,152138,FL,12015.0,2159.0,both,0.01419106337667118
Citrus County,2003.0,125757,FL,12017.0,2193.0,both,0.01743839309143825
Clay County,2003.0,155357,FL,12019.0,1158.0,both,0.007453799957517202
Collier County,2003.0,284896,FL,12021.0,2516.0,both,0.008831292822644053
Columbia County,2003.0,59898,FL,12023.0,706.0,both,0.011786704063574743
DeSoto County,2003.0,33531,FL,12027.0,295.0,both,0.008797828874772599
Dixie County,2003.0,13895,FL,12029.0,183.0,both,0.013170205109751709
Duval County,2003.0,812238,FL,12031.0,6842.0,both,0.008423639376635912
Escambia County,2003.0,301040,FL,12033.0,2932.0,both,0.009739569492426256
Flagler County,2003.0,62154,FL,12035.0,720.0,both,0.011584129742253113
Franklin County,2003.0,9950,FL,12037.0,127.0,both,0.012763819095477387
Gadsden County,2003.0,45223,FL,12039.0,456.0,both,0.01008336465957588
Gilchrist County,2003.0,15448,FL,12041.0,169.0,both,0.010939927498705334
Glades County,2003.0,10946,FL,12043.0,103.0,both,0.00940983007491321
Gulf County,2003.0,15210,FL,12045.0,160.0,both,0.01051939513477975
Hamilton County,2003.0,13850,FL,12047.0,138.0,both,0.00996389891696751
Hardee County,2003.0,27416,FL,12049.0,209.0,both,0.0076232856725999415
Hendry County,2003.0,36424,FL,12051.0,295.0,both,0.008099055567757522
Hernando County,2003.0,142368,FL,12053.0,2302.0,both,0.01616936390200045
Highlands County,2003.0,90700,FL,12055.0,1389.0,both,0.015314222712238148
Hillsborough County,2003.0,1071415,FL,12057.0,8735.0,both,0.008152769935085845
Holmes County,2003.0,18876,FL,12059.0,214.0,both,0.011337147700784065
Indian River County,2003.0,119836,FL,12061.0,1649.0,both,0.013760472645949465
Jackson County,2003.0,46688,FL,12063.0,516.0,both,0.011052090472926662
Jefferson County,2003.0,13405,FL,12065.0,171.0,both,0.012756434166355838
Lafayette County,2003.0,7228,FL,12067.0,59.0,both,0.008162700608743774
Lake County,2003.0,246008,FL,12069.0,3091.0,both,0.012564632044486358
Lee County,2003.0,490139,FL,12071.0,5396.0,both,0.011009121902154287
Leon County,2003.0,248102,FL,12073.0,1555.0,both,0.006267583493885579
Levy County,2003.0,35946,FL,12075.0,434.0,both,0.012073666054637512
Liberty County,2003.0,7210,FL,12077.0,46.0,both,0.0063800277392510405
Madison County,2003.0,18619,FL,12079.0,201.0,both,0.010795424029217467
Manatee County,2003.0,286175,FL,12081.0,3379.0,both,0.011807460469992138
Marion County,2003.0,279156,FL,12083.0,3694.0,both,0.013232744415309004
Martin County,2003.0,134556,FL,12085.0,1754.0,both,0.013035464787895003
Miami-Dade County,2003.0,2352658,FL,12086.0,18397.0,both,0.007819666096814752
Monroe County,2003.0,78880,FL,12087.0,720.0,both,0.009127789046653144
Nassau County,2003.0,61513,FL,12089.0,557.0,both,0.009054996504803863
Okaloosa County,2003.0,178644,FL,12091.0,1467.0,both,0.008211862698999126
Okeechobee County,2003.0,37303,FL,12093.0,365.0,both,0.009784735812133072
Orange County,2003.0,965744,FL,12095.0,6553.0,both,0.006785442104739973
Osceola County,2003.0,206016,FL,12097.0,1478.0,both,0.007174200062131097
Palm Beach County,2003.0,1208940,FL,12099.0,13704.0,both,0.011335550151372277
Pasco County,2003.0,385513,FL,12101.0,5455.0,both,0.014149976784181078
Pinellas County,2003.0,923484,FL,12103.0,12082.0,both,0.013083063702240645
Polk County,2003.0,508118,FL,12105.0,5317.0,both,0.010464104794555595
Putnam County,2003.0,71248,FL,12107.0,873.0,both,0.01225297552211992
St. Johns County,2003.0,142313,FL,12109.0,1158.0,both,0.008136993809420082
St. Lucie County,2003.0,212555,FL,12111.0,2434.0,both,0.01145115381901155
Santa Rosa County,2003.0,132549,FL,12113.0,980.0,both,0.007393492217972222
Sarasota County,2003.0,345161,FL,12115.0,4759.0,both,0.013787768606534342
Seminole County,2003.0,385706,FL,12117.0,2682.0,both,0.006953482704443281
Sumter County,2003.0,58797,FL,12119.0,754.0,both,0.012823783526370394
Suwannee County,2003.0,36440,FL,12121.0,443.0,both,0.012156970362239297
Taylor County,2003.0,19619,FL,12123.0,211.0,both,0.010754880473010858
Union County,2003.0,13462,FL,12125.0,171.0,both,0.012702421631258357
Volusia County,2003.0,465989,FL,12127.0,5924.0,both,0.012712746438220644
Wakulla County,2003.0,25699,FL,12129.0,222.0,both,0.008638468422895833
Walton County,2003.0,45721,FL,12131.0,438.0,both,0.009579842960565167
Washington County,2003.0,21299,FL,12133.0,257.0,both,0.012066294192215598
Alachua County,2004.0,228346,FL,12001.0,1530.0,both,0.006700358228302663
Baker County,2004.0,23789,FL,12003.0,178.0,both,0.007482449871789482
Bay County,2004.0,157841,FL,12005.0,1439.0,both,0.009116769407188247
Bradford County,2004.0,27791,FL,12007.0,252.0,both,0.009067683782519521
Brevard County,2004.0,515890,FL,12009.0,5585.0,both,0.010825951268681308
Broward County,2004.0,1741272,FL,12011.0,15514.0,both,0.008909578744733734
Calhoun County,2004.0,13058,FL,12013.0,138.0,both,0.010568234032776841
Charlotte County,2004.0,156281,FL,12015.0,2325.0,both,0.01487704839359871
Citrus County,2004.0,129208,FL,12017.0,2064.0,both,0.01597424308092378
Clay County,2004.0,162473,FL,12019.0,1213.0,both,0.007465855865282232
Collier County,2004.0,295453,FL,12021.0,2375.0,both,0.008038503586018758
Columbia County,2004.0,61457,FL,12023.0,646.0,both,0.010511414484924419
DeSoto County,2004.0,34240,FL,12027.0,306.0,both,0.008936915887850467
Dixie County,2004.0,14199,FL,12029.0,171.0,both,0.012043101626875132
Duval County,2004.0,821644,FL,12031.0,7087.0,both,0.008625390071612523
Escambia County,2004.0,301768,FL,12033.0,2875.0,both,0.009527186447867236
Flagler County,2004.0,68241,FL,12035.0,761.0,both,0.011151653697923536
Franklin County,2004.0,9981,FL,12037.0,96.0,both,0.009618274721971746
Gadsden County,2004.0,45506,FL,12039.0,436.0,both,0.009581154133520854
Gilchrist County,2004.0,15714,FL,12041.0,144.0,both,0.009163802978235968
Glades County,2004.0,11123,FL,12043.0,110.0,both,0.009889418322395037
Gulf County,2004.0,15364,FL,12045.0,148.0,both,0.009632908096849779
Hamilton County,2004.0,13894,FL,12047.0,127.0,both,0.009140636245861523
Hardee County,2004.0,27657,FL,12049.0,203.0,both,0.007339913945836497
Hendry County,2004.0,37221,FL,12051.0,282.0,both,0.0075763681792536475
Hernando County,2004.0,149114,FL,12053.0,2234.0,both,0.014981825985487614
Highlands County,2004.0,92752,FL,12055.0,1367.0,both,0.014738226668966707
Hillsborough County,2004.0,1099688,FL,12057.0,8846.0,both,0.008044099781028801
Holmes County,2004.0,18819,FL,12059.0,202.0,both,0.010733832828524364
Indian River County,2004.0,124105,FL,12061.0,1635.0,both,0.01317432818983925
Jackson County,2004.0,47424,FL,12063.0,497.0,both,0.010479925775978408
Jefferson County,2004.0,13723,FL,12065.0,135.0,both,0.009837499089120455
Lafayette County,2004.0,7438,FL,12067.0,84.0,both,0.0112933584296854
Lake County,2004.0,260829,FL,12069.0,3031.0,both,0.011620640342906656
Lee County,2004.0,512180,FL,12071.0,5555.0,both,0.01084579639970323
Leon County,2004.0,250863,FL,12073.0,1423.0,both,0.005672418810266959
Levy County,2004.0,36729,FL,12075.0,462.0,both,0.012578616352201259
Liberty County,2004.0,7292,FL,12077.0,63.0,both,0.00863960504662644
Madison County,2004.0,18859,FL,12079.0,219.0,both,0.011612492709051382
Manatee County,2004.0,294894,FL,12081.0,3270.0,both,0.011088730187796292
Marion County,2004.0,289817,FL,12083.0,3846.0,both,0.0132704430726976
Martin County,2004.0,137009,FL,12085.0,1731.0,both,0.012634206511980965
Miami-Dade County,2004.0,2381215,FL,12086.0,18381.0,both,0.007719168575706099
Monroe County,2004.0,77901,FL,12087.0,696.0,both,0.008934416759733508
Nassau County,2004.0,62909,FL,12089.0,598.0,both,0.009505794083517462
Okaloosa County,2004.0,182220,FL,12091.0,1404.0,both,0.007704972011853803
Okeechobee County,2004.0,38672,FL,12093.0,412.0,both,0.010653702937525858
Orange County,2004.0,993478,FL,12095.0,6467.0,both,0.006509454663314135
Osceola County,2004.0,220191,FL,12097.0,1481.0,both,0.006725978809306466
Palm Beach County,2004.0,1240191,FL,12099.0,13654.0,both,0.011009594489880994
Pasco County,2004.0,404697,FL,12101.0,5553.0,both,0.013721376733704476
Pinellas County,2004.0,924605,FL,12103.0,11919.0,both,0.01289091017245202
Polk County,2004.0,521029,FL,12105.0,5559.0,both,0.010669271767982205
Putnam County,2004.0,72019,FL,12107.0,927.0,both,0.012871603326899846
St. Johns County,2004.0,151916,FL,12109.0,1243.0,both,0.008182153295242108
St. Lucie County,2004.0,225240,FL,12111.0,2432.0,both,0.010797371692416978
Santa Rosa County,2004.0,138284,FL,12113.0,1079.0,both,0.007802782679124121
Sarasota County,2004.0,354095,FL,12115.0,4744.0,both,0.013397534559934482
Seminole County,2004.0,392099,FL,12117.0,2688.0,both,0.006855411515969181
Sumter County,2004.0,60069,FL,12119.0,759.0,both,0.012635469210408031
Suwannee County,2004.0,37103,FL,12121.0,475.0,both,0.01280219928307684
Taylor County,2004.0,19573,FL,12123.0,210.0,both,0.010729065549481429
Union County,2004.0,14086,FL,12125.0,164.0,both,0.011642765866818117
Volusia County,2004.0,476695,FL,12127.0,6177.0,both,0.01295797102969404
Wakulla County,2004.0,26691,FL,12129.0,175.0,both,0.0065565171780750066
Walton County,2004.0,47684,FL,12131.0,478.0,both,0.010024326818219948
Washington County,2004.0,21651,FL,12133.0,256.0,both,0.011823934229365849
Alachua County,2005.0,231849,FL,12001.0,1533.0,both,0.006612062161147988
Baker County,2005.0,24382,FL,12003.0,186.0,both,0.007628578459519317
Bay County,2005.0,161586,FL,12005.0,1506.0,both,0.00932011436634362
Bradford County,2005.0,28191,FL,12007.0,259.0,both,0.009187329289489553
Brevard County,2005.0,526088,FL,12009.0,5702.0,both,0.010838490898861027
Broward County,2005.0,1766620,FL,12011.0,15801.0,both,0.0089441985259988
Calhoun County,2005.0,13352,FL,12013.0,145.0,both,0.010859796285200719
Charlotte County,2005.0,153407,FL,12015.0,2160.0,both,0.014080191907800818
Citrus County,2005.0,132947,FL,12017.0,2184.0,both,0.01642759896800981
Clay County,2005.0,168280,FL,12019.0,1335.0,both,0.007933206560494415
Collier County,2005.0,306640,FL,12021.0,2636.0,both,0.008596399686929298
Columbia County,2005.0,63916,FL,12023.0,602.0,both,0.009418611928155704
DeSoto County,2005.0,34258,FL,12027.0,285.0,both,0.008319224706637866
Dixie County,2005.0,14600,FL,12029.0,164.0,both,0.011232876712328766
Duval County,2005.0,830828,FL,12031.0,6991.0,both,0.00841449734481746
Escambia County,2005.0,302476,FL,12033.0,2884.0,both,0.009534640764887132
Flagler County,2005.0,75420,FL,12035.0,762.0,both,0.010103420843277646
Franklin County,2005.0,10055,FL,12037.0,112.0,both,0.01113873694679264
Gadsden County,2005.0,45863,FL,12039.0,432.0,both,0.009419357652137889
Gilchrist County,2005.0,16217,FL,12041.0,154.0,both,0.009496207683295307
Glades County,2005.0,11270,FL,12043.0,104.0,both,0.009228039041703637
Gulf County,2005.0,15658,FL,12045.0,123.0,both,0.007855409375399157
Hamilton County,2005.0,13762,FL,12047.0,133.0,both,0.009664292980671414
Hardee County,2005.0,27846,FL,12049.0,199.0,both,0.007146448322918911
Hendry County,2005.0,38521,FL,12051.0,291.0,both,0.007554321019703538
Hernando County,2005.0,156478,FL,12053.0,2194.0,both,0.014021140351998364
Highlands County,2005.0,95174,FL,12055.0,1403.0,both,0.014741420976317062
Hillsborough County,2005.0,1132025,FL,12057.0,8968.0,both,0.007922086526357633
Holmes County,2005.0,18882,FL,12059.0,211.0,both,0.011174663700879144
Indian River County,2005.0,126778,FL,12061.0,1619.0,both,0.01277035447790626
Jackson County,2005.0,48460,FL,12063.0,494.0,both,0.010193974411886091
Jefferson County,2005.0,13831,FL,12065.0,135.0,both,0.009760682524763213
Lafayette County,2005.0,7868,FL,12067.0,61.0,both,0.007752923233350279
Lake County,2005.0,275559,FL,12069.0,3249.0,both,0.01179057842422131
Lee County,2005.0,541542,FL,12071.0,5818.0,both,0.010743395710766662
Leon County,2005.0,253978,FL,12073.0,1538.0,both,0.00605564261471466
Levy County,2005.0,37357,FL,12075.0,462.0,both,0.01236716010386273
Liberty County,2005.0,7577,FL,12077.0,65.0,both,0.008578593110729841
Madison County,2005.0,18801,FL,12079.0,223.0,both,0.011861071219615977
Manatee County,2005.0,305054,FL,12081.0,3339.0,both,0.01094560307355419
Marion County,2005.0,301714,FL,12083.0,3898.0,both,0.012919519810151336
Martin County,2005.0,138474,FL,12085.0,1672.0,both,0.012074468853358753
Miami-Dade County,2005.0,2413583,FL,12086.0,18394.0,both,0.007621034785213519
Monroe County,2005.0,76135,FL,12087.0,715.0,both,0.00939121297694884
Nassau County,2005.0,64526,FL,12089.0,611.0,both,0.00946905123516102
Okaloosa County,2005.0,183398,FL,12091.0,1443.0,both,0.007868133785537464
Okeechobee County,2005.0,39380,FL,12093.0,417.0,both,0.01058913153885221
Orange County,2005.0,1029447,FL,12095.0,6580.0,both,0.006391781218460008
Osceola County,2005.0,231926,FL,12097.0,1491.0,both,0.006428774695376974
Palm Beach County,2005.0,1262956,FL,12099.0,13749.0,both,0.010886365004006474
Pasco County,2005.0,425683,FL,12101.0,5355.0,both,0.012579783547851336
Pinellas County,2005.0,924628,FL,12103.0,11859.0,both,0.012825698551201132
Polk County,2005.0,538638,FL,12105.0,5619.0,both,0.010431867042429238
Putnam County,2005.0,72750,FL,12107.0,893.0,both,0.01227491408934708
St. Johns County,2005.0,160508,FL,12109.0,1279.0,both,0.007968450170708002
St. Lucie County,2005.0,237569,FL,12111.0,2413.0,both,0.010157049109942796
Santa Rosa County,2005.0,142364,FL,12113.0,1062.0,both,0.0074597510606614036
Sarasota County,2005.0,363146,FL,12115.0,4819.0,both,0.013270144790249652
Seminole County,2005.0,402834,FL,12117.0,2760.0,both,0.006851457424149898
Sumter County,2005.0,63405,FL,12119.0,816.0,both,0.012869647504140052
Suwannee County,2005.0,38055,FL,12121.0,480.0,both,0.012613322822230981
Taylor County,2005.0,19861,FL,12123.0,184.0,both,0.009264387493076884
Union County,2005.0,14350,FL,12125.0,199.0,both,0.013867595818815331
Volusia County,2005.0,485940,FL,12127.0,6165.0,both,0.012686751450796395
Wakulla County,2005.0,27799,FL,12129.0,245.0,both,0.008813266664268498
Walton County,2005.0,49581,FL,12131.0,474.0,both,0.009560113753252254
Washington County,2005.0,21822,FL,12133.0,241.0,both,0.011043900650719458
Alachua County,2006.0,237199,FL,12001.0,1619.0,both,0.006825492518939793
Baker County,2006.0,25021,FL,12003.0,205.0,both,0.008193117781063906
Bay County,2006.0,163802,FL,12005.0,1517.0,both,0.009261181182158948
Bradford County,2006.0,28610,FL,12007.0,252.0,both,0.008808109052778748
Brevard County,2006.0,530319,FL,12009.0,5739.0,both,0.010821788395286611
Broward County,2006.0,1762334,FL,12011.0,15070.0,both,0.008551159995778325
Calhoun County,2006.0,13394,FL,12013.0,137.0,both,0.010228460504703598
Charlotte County,2006.0,154885,FL,12015.0,2127.0,both,0.013732769474125965
Citrus County,2006.0,136796,FL,12017.0,2255.0,both,0.016484400128658733
Clay County,2006.0,176720,FL,12019.0,1279.0,both,0.007237437754640108
Collier County,2006.0,311650,FL,12021.0,2599.0,both,0.008339483394833948
Columbia County,2006.0,66975,FL,12023.0,656.0,both,0.009794699514744308
DeSoto County,2006.0,34764,FL,12027.0,268.0,both,0.0077091243815441265
Dixie County,2006.0,14859,FL,12029.0,178.0,both,0.011979271821791506
Duval County,2006.0,842100,FL,12031.0,6978.0,both,0.008286426790167438
Escambia County,2006.0,305287,FL,12033.0,2896.0,both,0.009486155650256971
Flagler County,2006.0,82285,FL,12035.0,838.0,both,0.010184116181564076
Franklin County,2006.0,11134,FL,12037.0,95.0,both,0.008532423208191127
Gadsden County,2006.0,46109,FL,12039.0,490.0,both,0.010626992561105207
Gilchrist County,2006.0,16558,FL,12041.0,186.0,both,0.01123324072955671
Glades County,2006.0,11093,FL,12043.0,105.0,both,0.009465428648697377
Gulf County,2006.0,15713,FL,12045.0,149.0,both,0.009482594030420672
Hamilton County,2006.0,14124,FL,12047.0,135.0,both,0.009558198810535259
Hardee County,2006.0,28192,FL,12049.0,199.0,both,0.007058740068104427
Hendry County,2006.0,39106,FL,12051.0,250.0,both,0.006392880887843298
Hernando County,2006.0,163551,FL,12053.0,2297.0,both,0.01404454879517704
Highlands County,2006.0,97265,FL,12055.0,1307.0,both,0.013437516064360253
Hillsborough County,2006.0,1158212,FL,12057.0,9163.0,both,0.007911332294951183
Holmes County,2006.0,19055,FL,12059.0,241.0,both,0.012647599055366046
Indian River County,2006.0,129980,FL,12061.0,1668.0,both,0.012832743498999846
Jackson County,2006.0,48832,FL,12063.0,515.0,both,0.010546363040629095
Jefferson County,2006.0,13988,FL,12065.0,162.0,both,0.011581355447526451
Lafayette County,2006.0,8013,FL,12067.0,54.0,both,0.0067390490453013855
Lake County,2006.0,291330,FL,12069.0,3252.0,both,0.011162599114406343
Lee County,2006.0,565956,FL,12071.0,5983.0,both,0.010571493190283344
Leon County,2006.0,258104,FL,12073.0,1473.0,both,0.005707001828720206
Levy County,2006.0,38240,FL,12075.0,447.0,both,0.011689330543933054
Liberty County,2006.0,7729,FL,12077.0,56.0,both,0.00724543925475482
Madison County,2006.0,18981,FL,12079.0,218.0,both,0.011485169379906223
Manatee County,2006.0,311553,FL,12081.0,3323.0,both,0.010665922010059283
Marion County,2006.0,313964,FL,12083.0,3985.0,both,0.01269253799798703
Martin County,2006.0,137740,FL,12085.0,1638.0,both,0.011891970378974881
Miami-Dade County,2006.0,2438702,FL,12086.0,18255.0,both,0.0074855394386029945
Monroe County,2006.0,74104,FL,12087.0,689.0,both,0.009297743711540537
Nassau County,2006.0,66529,FL,12089.0,585.0,both,0.008793157871003623
Okaloosa County,2006.0,182462,FL,12091.0,1421.0,both,0.007787922964781708
Okeechobee County,2006.0,39813,FL,12093.0,440.0,both,0.011051666541079547
Orange County,2006.0,1053941,FL,12095.0,6624.0,both,0.006284981796893754
Osceola County,2006.0,246259,FL,12097.0,1583.0,both,0.006428191456961979
Palm Beach County,2006.0,1265707,FL,12099.0,13290.0,both,0.010500060440528496
