County,Year,Population,State,fips,Deaths,_merge,MeanDeath,Deaths_Inputed,drug_mortality
Coweta County,2011.0,129390,GA,13077.0,12.0,both,4.182389937106918,12.0,9.274287039183863e-05
Crawford County,2011.0,12576,GA,13079.0,,left_only,4.182389937106918,4.182389937106918,0.00033256917438827276
Crisp County,2011.0,23753,GA,13081.0,,left_only,4.182389937106918,4.182389937106918,0.00017607838745029757
Dade County,2011.0,16605,GA,13083.0,,left_only,4.182389937106918,4.182389937106918,0.0002518753349657885
Dawson County,2011.0,22334,GA,13085.0,,left_only,4.182389937106918,4.182389937106918,0.00018726560119579645
Decatur County,2011.0,27655,GA,13087.0,,left_only,4.182389937106918,4.182389937106918,0.000151234494200214
DeKalb County,2011.0,698496,GA,13089.0,44.0,both,4.182389937106918,44.0,6.299248671431189e-05
Dodge County,2011.0,21606,GA,13091.0,,left_only,4.182389937106918,4.182389937106918,0.00019357539281250198
Dooly County,2011.0,14610,GA,13093.0,,left_only,4.182389937106918,4.182389937106918,0.0002862689895350389
Dougherty County,2011.0,95080,GA,13095.0,,left_only,4.182389937106918,4.182389937106918,4.398811460987503e-05
Douglas County,2011.0,133128,GA,13097.0,14.0,both,4.182389937106918,14.0,0.0001051619494020792
Early County,2011.0,10791,GA,13099.0,,left_only,4.182389937106918,4.182389937106918,0.0003875813119365136
Echols County,2011.0,4063,GA,13101.0,,left_only,4.182389937106918,4.182389937106918,0.001029384675635471
Effingham County,2011.0,52709,GA,13103.0,,left_only,4.182389937106918,4.182389937106918,7.934868688662122e-05
Elbert County,2011.0,19822,GA,13105.0,,left_only,4.182389937106918,4.182389937106918,0.00021099737347931178
Emanuel County,2011.0,22489,GA,13107.0,,left_only,4.182389937106918,4.182389937106918,0.00018597491827590903
Evans County,2011.0,10983,GA,13109.0,,left_only,4.182389937106918,4.182389937106918,0.00038080578504114706
Fannin County,2011.0,23647,GA,13111.0,,left_only,4.182389937106918,4.182389937106918,0.00017686767611565601
Fayette County,2011.0,107171,GA,13113.0,10.0,both,4.182389937106918,10.0,9.330882421550606e-05
Floyd County,2011.0,96174,GA,13115.0,11.0,both,4.182389937106918,11.0,0.00011437602678478591
Forsyth County,2011.0,181828,GA,13117.0,25.0,both,4.182389937106918,25.0,0.00013749257540092834
Franklin County,2011.0,21982,GA,13119.0,,left_only,4.182389937106918,4.182389937106918,0.0001902643042992866
Fulton County,2011.0,947582,GA,13121.0,95.0,both,4.182389937106918,95.0,0.00010025517580536566
Gilmer County,2011.0,28329,GA,13123.0,,left_only,4.182389937106918,4.182389937106918,0.00014763634216198658
Glascock County,2011.0,3103,GA,13125.0,,left_only,4.182389937106918,4.182389937106918,0.001347853669708965
Glynn County,2011.0,80123,GA,13127.0,,left_only,4.182389937106918,4.182389937106918,5.219961730223429e-05
Gordon County,2011.0,55522,GA,13129.0,11.0,both,4.182389937106918,11.0,0.00019811966427722344
Grady County,2011.0,25103,GA,13131.0,,left_only,4.182389937106918,4.182389937106918,0.00016660916771329794
Greene County,2011.0,16049,GA,13133.0,,left_only,4.182389937106918,4.182389937106918,0.0002606012796502535
Gwinnett County,2011.0,822407,GA,13135.0,45.0,both,4.182389937106918,45.0,5.471743309577861e-05
Habersham County,2011.0,43041,GA,13137.0,,left_only,4.182389937106918,4.182389937106918,9.717222966722237e-05
Hall County,2011.0,182299,GA,13139.0,23.0,both,4.182389937106918,23.0,0.00012616635307928183
Hancock County,2011.0,9394,GA,13141.0,,left_only,4.182389937106918,4.182389937106918,0.0004452192822127867
Haralson County,2011.0,28474,GA,13143.0,,left_only,4.182389937106918,4.182389937106918,0.00014688452402566966
Harris County,2011.0,32303,GA,13145.0,,left_only,4.182389937106918,4.182389937106918,0.0001294737311428325
Hart County,2011.0,25414,GA,13147.0,,left_only,4.182389937106918,4.182389937106918,0.00016457031309935146
Heard County,2011.0,11729,GA,13149.0,,left_only,4.182389937106918,4.182389937106918,0.0003565853812862919
Henry County,2011.0,206934,GA,13151.0,26.0,both,4.182389937106918,26.0,0.00012564392511622062
Houston County,2011.0,143557,GA,13153.0,,left_only,4.182389937106918,4.182389937106918,2.9134002083541157e-05
Irwin County,2011.0,9677,GA,13155.0,,left_only,4.182389937106918,4.182389937106918,0.00043219902212534027
Jackson County,2011.0,60985,GA,13157.0,10.0,both,4.182389937106918,10.0,0.00016397474788882511
Jasper County,2011.0,13832,GA,13159.0,,left_only,4.182389937106918,4.182389937106918,0.0003023705853894533
Jeff Davis County,2011.0,15161,GA,13161.0,,left_only,4.182389937106918,4.182389937106918,0.0002758650443313052
Jefferson County,2011.0,16772,GA,13163.0,,left_only,4.182389937106918,4.182389937106918,0.000249367394294474
Jenkins County,2011.0,8124,GA,13165.0,,left_only,4.182389937106918,4.182389937106918,0.0005148190469112405
Johnson County,2011.0,10003,GA,13167.0,,left_only,4.182389937106918,4.182389937106918,0.00041811355964279897
Jones County,2011.0,28724,GA,13169.0,,left_only,4.182389937106918,4.182389937106918,0.00014560611116512038
Lamar County,2011.0,18153,GA,13171.0,,left_only,4.182389937106918,4.182389937106918,0.00023039662519180952
Lanier County,2011.0,10481,GA,13173.0,,left_only,4.182389937106918,4.182389937106918,0.0003990449324593949
Laurens County,2011.0,47841,GA,13175.0,,left_only,4.182389937106918,4.182389937106918,8.742271142131055e-05
Lee County,2011.0,28585,GA,13177.0,,left_only,4.182389937106918,4.182389937106918,0.0001463141485781675
Liberty County,2011.0,65210,GA,13179.0,,left_only,4.182389937106918,4.182389937106918,6.413724792373743e-05
Lincoln County,2011.0,7872,GA,13181.0,,left_only,4.182389937106918,4.182389937106918,0.0005312995346934601
Long County,2011.0,15097,GA,13183.0,,left_only,4.182389937106918,4.182389937106918,0.0002770345060016505
Lowndes County,2011.0,111519,GA,13185.0,,left_only,4.182389937106918,4.182389937106918,3.750383286352028e-05
Lumpkin County,2011.0,30453,GA,13187.0,,left_only,4.182389937106918,4.182389937106918,0.0001373391763408176
McDuffie County,2011.0,21614,GA,13189.0,,left_only,4.182389937106918,4.182389937106918,0.00019350374466118803
McIntosh County,2011.0,14226,GA,13191.0,,left_only,4.182389937106918,4.182389937106918,0.0002939961997122816
Macon County,2011.0,14452,GA,13193.0,,left_only,4.182389937106918,4.182389937106918,0.0002893986947901272
Madison County,2011.0,28186,GA,13195.0,,left_only,4.182389937106918,4.182389937106918,0.0001483853663913616
Marion County,2011.0,8699,GA,13197.0,,left_only,4.182389937106918,4.182389937106918,0.0004807897387178892
Meriwether County,2011.0,21596,GA,13199.0,,left_only,4.182389937106918,4.182389937106918,0.00019366502764895898
Miller County,2011.0,6072,GA,13201.0,,left_only,4.182389937106918,4.182389937106918,0.0006887993967567388
Mitchell County,2011.0,23399,GA,13205.0,,left_only,4.182389937106918,4.182389937106918,0.00017874225125462276
Monroe County,2011.0,26301,GA,13207.0,,left_only,4.182389937106918,4.182389937106918,0.00015902018695513167
Montgomery County,2011.0,9027,GA,13209.0,,left_only,4.182389937106918,4.182389937106918,0.00046332003291314034
Morgan County,2011.0,17906,GA,13211.0,,left_only,4.182389937106918,4.182389937106918,0.00023357477589114922
Murray County,2011.0,39363,GA,13213.0,15.0,both,4.182389937106918,15.0,0.00038106851611919825
Muscogee County,2011.0,195340,GA,13215.0,21.0,both,4.182389937106918,21.0,0.00010750486331524521
Newton County,2011.0,100446,GA,13217.0,10.0,both,4.182389937106918,10.0,9.955598032773829e-05
Oconee County,2011.0,33269,GA,13219.0,,left_only,4.182389937106918,4.182389937106918,0.0001257143267638618
Oglethorpe County,2011.0,14700,GA,13221.0,,left_only,4.182389937106918,4.182389937106918,0.0002845163222521713
Paulding County,2011.0,143606,GA,13223.0,19.0,both,4.182389937106918,19.0,0.0001323064495912427
Peach County,2011.0,28031,GA,13225.0,,left_only,4.182389937106918,4.182389937106918,0.0001492058769614683
Pickens County,2011.0,29390,GA,13227.0,,left_only,4.182389937106918,4.182389937106918,0.00014230656471952765
Pierce County,2011.0,18769,GA,13229.0,,left_only,4.182389937106918,4.182389937106918,0.00022283499052197335
Pike County,2011.0,17792,GA,13231.0,,left_only,4.182389937106918,4.182389937106918,0.00023507137686077552
Polk County,2011.0,41277,GA,13233.0,,left_only,4.182389937106918,4.182389937106918,0.00010132494941751866
Pulaski County,2011.0,11855,GA,13235.0,,left_only,4.182389937106918,4.182389937106918,0.0003527954396547379
Putnam County,2011.0,21242,GA,13237.0,,left_only,4.182389937106918,4.182389937106918,0.00019689247420708587
Quitman County,2011.0,2454,GA,13239.0,,left_only,4.182389937106918,4.182389937106918,0.0017043153777941801
Rabun County,2011.0,16257,GA,13241.0,,left_only,4.182389937106918,4.182389937106918,0.0002572670195673813
Randolph County,2011.0,7570,GA,13243.0,,left_only,4.182389937106918,4.182389937106918,0.0005524953681779284
Richmond County,2011.0,200618,GA,13245.0,21.0,both,4.182389937106918,21.0,0.00010467654946216193
Rockdale County,2011.0,85423,GA,13247.0,,left_only,4.182389937106918,4.182389937106918,4.896093484315604e-05
Schley County,2011.0,5043,GA,13249.0,,left_only,4.182389937106918,4.182389937106918,0.0008293456151312548
Screven County,2011.0,14403,GA,13251.0,,left_only,4.182389937106918,4.182389937106918,0.00029038324912219104
Seminole County,2011.0,8766,GA,13253.0,,left_only,4.182389937106918,4.182389937106918,0.00047711498255839814
Spalding County,2011.0,64045,GA,13255.0,,left_only,4.182389937106918,4.182389937106918,6.530392594436596e-05
Stephens County,2011.0,25763,GA,13257.0,,left_only,4.182389937106918,4.182389937106918,0.00016234095164021728
Stewart County,2011.0,6065,GA,13259.0,,left_only,4.182389937106918,4.182389937106918,0.000689594383694463
Sumter County,2011.0,31993,GA,13261.0,,left_only,4.182389937106918,4.182389937106918,0.00013072828234635445
Talbot County,2011.0,6854,GA,13263.0,,left_only,4.182389937106918,4.182389937106918,0.0006102115461200639
Taliaferro County,2011.0,1705,GA,13265.0,,left_only,4.182389937106918,4.182389937106918,0.00245301462586916
Tattnall County,2011.0,25435,GA,13267.0,,left_only,4.182389937106918,4.182389937106918,0.00016443443825857746
Taylor County,2011.0,8513,GA,13269.0,,left_only,4.182389937106918,4.182389937106918,0.0004912944833909219
Telfair County,2011.0,16242,GA,13271.0,,left_only,4.182389937106918,4.182389937106918,0.00025750461378567407
Terrell County,2011.0,9390,GA,13273.0,,left_only,4.182389937106918,4.182389937106918,0.00044540893898902217
Thomas County,2011.0,44591,GA,13275.0,,left_only,4.182389937106918,4.182389937106918,9.379448626644206e-05
Tift County,2011.0,41160,GA,13277.0,,left_only,4.182389937106918,4.182389937106918,0.00010161297223291832
Toombs County,2011.0,27198,GA,13279.0,,left_only,4.182389937106918,4.182389937106918,0.00015377564295561872
Towns County,2011.0,10577,GA,13281.0,,left_only,4.182389937106918,4.182389937106918,0.0003954230818858767
Treutlen County,2011.0,6823,GA,13283.0,,left_only,4.182389937106918,4.182389937106918,0.0006129840154047953
Troup County,2011.0,67651,GA,13285.0,13.0,both,4.182389937106918,13.0,0.00019216271747646006
Turner County,2011.0,8941,GA,13287.0,,left_only,4.182389937106918,4.182389937106918,0.0004677765280289585
Twiggs County,2011.0,8836,GA,13289.0,,left_only,4.182389937106918,4.182389937106918,0.0004733352124385376
Union County,2011.0,21265,GA,13291.0,,left_only,4.182389937106918,4.182389937106918,0.00019667951738099778
Upson County,2011.0,26919,GA,13293.0,,left_only,4.182389937106918,4.182389937106918,0.0001553694393219257
Walker County,2011.0,68825,GA,13295.0,10.0,both,4.182389937106918,10.0,0.00014529604068289138
Walton County,2011.0,84647,GA,13297.0,,left_only,4.182389937106918,4.182389937106918,4.940978341945867e-05
Ware County,2011.0,36279,GA,13299.0,,left_only,4.182389937106918,4.182389937106918,0.00011528404688957573
Warren County,2011.0,5679,GA,13301.0,,left_only,4.182389937106918,4.182389937106918,0.000736465916025166
Washington County,2011.0,20971,GA,13303.0,,left_only,4.182389937106918,4.182389937106918,0.0001994368383532935
Wayne County,2011.0,30301,GA,13305.0,,left_only,4.182389937106918,4.182389937106918,0.00013802811580828744
Webster County,2011.0,2764,GA,13307.0,,left_only,4.182389937106918,4.182389937106918,0.00151316567912696
Wheeler County,2011.0,8078,GA,13309.0,,left_only,4.182389937106918,4.182389937106918,0.000517750673075875
White County,2011.0,27401,GA,13311.0,,left_only,4.182389937106918,4.182389937106918,0.00015263639783609788
Whitfield County,2011.0,102909,GA,13313.0,15.0,both,4.182389937106918,15.0,0.00014575984607760254
Wilcox County,2011.0,9248,GA,13315.0,,left_only,4.182389937106918,4.182389937106918,0.00045224804683249544
Wilkes County,2011.0,10230,GA,13317.0,,left_only,4.182389937106918,4.182389937106918,0.00040883577097819337
Wilkinson County,2011.0,9413,GA,13319.0,,left_only,4.182389937106918,4.182389937106918,0.00044432061373705705
Worth County,2011.0,21516,GA,13321.0,,left_only,4.182389937106918,4.182389937106918,0.0001943851058331901
Appling County,2012.0,18382,GA,13001.0,,left_only,4.327044025157233,4.327044025157233,0.00023539571456627313
Atkinson County,2012.0,8254,GA,13003.0,,left_only,4.327044025157233,4.327044025157233,0.000524236009832473
Bacon County,2012.0,11152,GA,13005.0,,left_only,4.327044025157233,4.327044025157233,0.00038800609981682504
Baker County,2012.0,3370,GA,13007.0,,left_only,4.327044025157233,4.327044025157233,0.0012839893249724727
Baldwin County,2012.0,46522,GA,13009.0,,left_only,4.327044025157233,4.327044025157233,9.301070515363124e-05
Banks County,2012.0,18128,GA,13011.0,,left_only,4.327044025157233,4.327044025157233,0.00023869395549190383
Barrow County,2012.0,70128,GA,13013.0,10.0,both,4.327044025157233,10.0,0.0001425963951631303
Bartow County,2012.0,100241,GA,13015.0,13.0,both,4.327044025157233,13.0,0.00012968745323769715
Ben Hill County,2012.0,17608,GA,13017.0,,left_only,4.327044025157233,4.327044025157233,0.00024574307275995185
Berrien County,2012.0,19160,GA,13019.0,,left_only,4.327044025157233,4.327044025157233,0.00022583737083284094
Bibb County,2012.0,156701,GA,13021.0,10.0,both,4.327044025157233,10.0,6.38158020689083e-05
Bleckley County,2012.0,12888,GA,13023.0,,left_only,4.327044025157233,4.327044025157233,0.00033574208761306897
Brantley County,2012.0,18522,GA,13025.0,,left_only,4.327044025157233,4.327044025157233,0.00023361645746448724
Brooks County,2012.0,15616,GA,13027.0,,left_only,4.327044025157233,4.327044025157233,0.000277090421692958
Bryan County,2012.0,32293,GA,13029.0,,left_only,4.327044025157233,4.327044025157233,0.0001339932500900267
Bulloch County,2012.0,73114,GA,13031.0,,left_only,4.327044025157233,4.327044025157233,5.918215424073683e-05
Burke County,2012.0,23054,GA,13033.0,,left_only,4.327044025157233,4.327044025157233,0.00018769168149376388
Butts County,2012.0,23431,GA,13035.0,,left_only,4.327044025157233,4.327044025157233,0.00018467176070834505
Calhoun County,2012.0,6568,GA,13037.0,,left_only,4.327044025157233,4.327044025157233,0.0006588069465830135
Camden County,2012.0,51402,GA,13039.0,,left_only,4.327044025157233,4.327044025157233,8.418046039370516e-05
Candler County,2012.0,11090,GA,13043.0,,left_only,4.327044025157233,4.327044025157233,0.00039017529532526894
Carroll County,2012.0,111428,GA,13045.0,13.0,both,4.327044025157233,13.0,0.00011666726496033313
Catoosa County,2012.0,64893,GA,13047.0,20.0,both,4.327044025157233,20.0,0.00030819965173439355
Charlton County,2012.0,13350,GA,13049.0,,left_only,4.327044025157233,4.327044025157233,0.00032412314795185265
Chatham County,2012.0,276243,GA,13051.0,23.0,both,4.327044025157233,23.0,8.326002830840962e-05
Chattahoochee County,2012.0,12293,GA,13053.0,,left_only,4.327044025157233,4.327044025157233,0.000351992518112522
Chattooga County,2012.0,25635,GA,13055.0,,left_only,4.327044025157233,4.327044025157233,0.00016879438366129248
Cherokee County,2012.0,220690,GA,13057.0,20.0,both,4.327044025157233,20.0,9.062485839865875e-05
Clarke County,2012.0,119915,GA,13059.0,12.0,both,4.327044025157233,12.0,0.00010007088354250928
Clay County,2012.0,3107,GA,13061.0,,left_only,4.327044025157233,4.327044025157233,0.0013926759012414653
Clayton County,2012.0,265371,GA,13063.0,30.0,both,4.327044025157233,30.0,0.00011304927818035882
Clinch County,2012.0,6688,GA,13065.0,,left_only,4.327044025157233,4.327044025157233,0.0006469862477806867
Cobb County,2012.0,706517,GA,13067.0,77.0,both,4.327044025157233,77.0,0.00010898534642478525
Coffee County,2012.0,43131,GA,13069.0,,left_only,4.327044025157233,4.327044025157233,0.00010032329473365405
Colquitt County,2012.0,46029,GA,13071.0,,left_only,4.327044025157233,4.327044025157233,9.400690923455284e-05
Columbia County,2012.0,132601,GA,13073.0,12.0,both,4.327044025157233,12.0,9.049705507499944e-05
Cook County,2012.0,16906,GA,13075.0,,left_only,4.327044025157233,4.327044025157233,0.0002559472391551658
Coweta County,2012.0,130614,GA,13077.0,17.0,both,4.327044025157233,17.0,0.00013015450104889216
Crawford County,2012.0,12567,GA,13079.0,,left_only,4.327044025157233,4.327044025157233,0.00034431797765236197
Crisp County,2012.0,23593,GA,13081.0,,left_only,4.327044025157233,4.327044025157233,0.00018340372250910154
Dade County,2012.0,16528,GA,13083.0,,left_only,4.327044025157233,4.327044025157233,0.0002618008243681772
Dawson County,2012.0,22511,GA,13085.0,,left_only,4.327044025157233,4.327044025157233,0.00019221909400547434
Decatur County,2012.0,27449,GA,13087.0,,left_only,4.327044025157233,4.327044025157233,0.0001576394049020814
DeKalb County,2012.0,710783,GA,13089.0,40.0,both,4.327044025157233,40.0,5.627596608247524e-05
Dodge County,2012.0,21511,GA,13091.0,,left_only,4.327044025157233,4.327044025157233,0.00020115494515165417
Dooly County,2012.0,14414,GA,13093.0,,left_only,4.327044025157233,4.327044025157233,0.00030019730991794313
Dougherty County,2012.0,94716,GA,13095.0,10.0,both,4.327044025157233,10.0,0.00010557878288779088
Douglas County,2012.0,133597,GA,13097.0,10.0,both,4.327044025157233,10.0,7.485198020913644e-05
Early County,2012.0,10641,GA,13099.0,,left_only,4.327044025157233,4.327044025157233,0.0004066388520963474
Echols County,2012.0,3965,GA,13101.0,,left_only,4.327044025157233,4.327044025157233,0.001091309968513804
Effingham County,2012.0,53360,GA,13103.0,,left_only,4.327044025157233,4.327044025157233,8.109152970684469e-05
Elbert County,2012.0,19577,GA,13105.0,,left_only,4.327044025157233,4.327044025157233,0.00022102692062916856
Emanuel County,2012.0,22727,GA,13107.0,,left_only,4.327044025157233,4.327044025157233,0.00019039222181358
Evans County,2012.0,10678,GA,13109.0,,left_only,4.327044025157233,4.327044025157233,0.0004052298206740244
Fannin County,2012.0,23617,GA,13111.0,,left_only,4.327044025157233,4.327044025157233,0.00018321734450426526
Fayette County,2012.0,107343,GA,13113.0,,left_only,4.327044025157233,4.327044025157233,4.031044432480211e-05
Floyd County,2012.0,95944,GA,13115.0,14.0,both,4.327044025157233,14.0,0.00014591845243058451
Forsyth County,2012.0,186848,GA,13117.0,13.0,both,4.327044025157233,13.0,6.957526973796883e-05
Franklin County,2012.0,21927,GA,13119.0,,left_only,4.327044025157233,4.327044025157233,0.00019733862476203917
Fulton County,2012.0,973464,GA,13121.0,92.0,both,4.327044025157233,92.0,9.450786058857852e-05
Gilmer County,2012.0,28291,GA,13123.0,,left_only,4.327044025157233,4.327044025157233,0.00015294772277958476
Glascock County,2012.0,3107,GA,13125.0,,left_only,4.327044025157233,4.327044025157233,0.0013926759012414653
Glynn County,2012.0,80889,GA,13127.0,11.0,both,4.327044025157233,11.0,0.00013598882419117557
Gordon County,2012.0,55691,GA,13129.0,,left_only,4.327044025157233,4.327044025157233,7.769736627385453e-05
Grady County,2012.0,25283,GA,13131.0,,left_only,4.327044025157233,4.327044025157233,0.0001711444063266714
Greene County,2012.0,16116,GA,13133.0,,left_only,4.327044025157233,4.327044025157233,0.00026849367244708566
Gwinnett County,2012.0,836854,GA,13135.0,47.0,both,4.327044025157233,47.0,5.6162723724807434e-05
Habersham County,2012.0,43373,GA,13137.0,,left_only,4.327044025157233,4.327044025157233,9.976354010922078e-05
Hall County,2012.0,184136,GA,13139.0,21.0,both,4.327044025157233,21.0,0.00011404613980970587
Hancock County,2012.0,9078,GA,13141.0,,left_only,4.327044025157233,4.327044025157233,0.0004766516881644892
Haralson County,2012.0,28325,GA,13143.0,,left_only,4.327044025157233,4.327044025157233,0.00015276413151481846
Harris County,2012.0,32564,GA,13145.0,,left_only,4.327044025157233,4.327044025157233,0.0001328781484202565
Hart County,2012.0,25512,GA,13147.0,,left_only,4.327044025157233,4.327044025157233,0.00016960818536991348
Heard County,2012.0,11652,GA,13149.0,,left_only,4.327044025157233,4.327044025157233,0.0003713563358356705
Henry County,2012.0,208047,GA,13151.0,16.0,both,4.327044025157233,16.0,7.690569919297082e-05
Houston County,2012.0,145630,GA,13153.0,,left_only,4.327044025157233,4.327044025157233,2.9712586865050008e-05
Irwin County,2012.0,9598,GA,13155.0,,left_only,4.327044025157233,4.327044025157233,0.00045082767505284777
Jackson County,2012.0,60860,GA,13157.0,11.0,both,4.327044025157233,11.0,0.0001807426881367072
Jasper County,2012.0,13638,GA,13159.0,,left_only,4.327044025157233,4.327044025157233,0.00031727848842625256
Jeff Davis County,2012.0,15194,GA,13161.0,,left_only,4.327044025157233,4.327044025157233,0.000284786364693776
Jefferson County,2012.0,16351,GA,13163.0,,left_only,4.327044025157233,4.327044025157233,0.0002646348250967667
Jenkins County,2012.0,9114,GA,13165.0,,left_only,4.327044025157233,4.327044025157233,0.0004747689296858934
Johnson County,2012.0,10008,GA,13167.0,,left_only,4.327044025157233,4.327044025157233,0.0004323585157031607
Jones County,2012.0,28610,GA,13169.0,,left_only,4.327044025157233,4.327044025157233,0.0001512423636895223
Lamar County,2012.0,18026,GA,13171.0,,left_only,4.327044025157233,4.327044025157233,0.0002400446036368153
Lanier County,2012.0,10462,GA,13173.0,,left_only,4.327044025157233,4.327044025157233,0.00041359625551111
Laurens County,2012.0,47819,GA,13175.0,,left_only,4.327044025157233,4.327044025157233,9.048796556091162e-05
Lee County,2012.0,28718,GA,13177.0,,left_only,4.327044025157233,4.327044025157233,0.00015067358538746546
Liberty County,2012.0,64482,GA,13179.0,,left_only,4.327044025157233,4.327044025157233,6.710468076606235e-05
Lincoln County,2012.0,7764,GA,13181.0,,left_only,4.327044025157233,4.327044025157233,0.0005573214870114931
Long County,2012.0,16013,GA,13183.0,,left_only,4.327044025157233,4.327044025157233,0.0002702206972558067
Lowndes County,2012.0,114141,GA,13185.0,,left_only,4.327044025157233,4.327044025157233,3.790963829962268e-05
Lumpkin County,2012.0,30684,GA,13187.0,,left_only,4.327044025157233,4.327044025157233,0.00014101955498491828
McDuffie County,2012.0,21630,GA,13189.0,,left_only,4.327044025157233,4.327044025157233,0.00020004826745988132
McIntosh County,2012.0,13887,GA,13191.0,,left_only,4.327044025157233,4.327044025157233,0.00031158954598957536
Macon County,2012.0,14297,GA,13193.0,,left_only,4.327044025157233,4.327044025157233,0.0003026539851127672
Madison County,2012.0,28081,GA,13195.0,,left_only,4.327044025157233,4.327044025157233,0.0001540915218531118
Marion County,2012.0,8672,GA,13197.0,,left_only,4.327044025157233,4.327044025157233,0.0004989672538234817
Meriwether County,2012.0,21331,GA,13199.0,,left_only,4.327044025157233,4.327044025157233,0.00020285237565783286
Miller County,2012.0,6004,GA,13201.0,,left_only,4.327044025157233,4.327044025157233,0.0007206935418316511
Mitchell County,2012.0,23086,GA,13205.0,,left_only,4.327044025157233,4.327044025157233,0.0001874315180263897
Monroe County,2012.0,26336,GA,13207.0,,left_only,4.327044025157233,4.327044025157233,0.00016430148941210635
Montgomery County,2012.0,8883,GA,13209.0,,left_only,4.327044025157233,4.327044025157233,0.00048711516662807976
Morgan County,2012.0,17807,GA,13211.0,,left_only,4.327044025157233,4.327044025157233,0.00024299680042439673
Murray County,2012.0,39311,GA,13213.0,10.0,both,4.327044025157233,10.0,0.00025438172521686044
Muscogee County,2012.0,199077,GA,13215.0,21.0,both,4.327044025157233,21.0,0.00010548682168206272
Newton County,2012.0,100965,GA,13217.0,,left_only,4.327044025157233,4.327044025157233,4.285687144215553e-05
Oconee County,2012.0,33521,GA,13219.0,,left_only,4.327044025157233,4.327044025157233,0.00012908457459972055
Oglethorpe County,2012.0,14500,GA,13221.0,,left_only,4.327044025157233,4.327044025157233,0.00029841682932118846
Paulding County,2012.0,144750,GA,13223.0,19.0,both,4.327044025157233,19.0,0.0001312607944732297
Peach County,2012.0,28012,GA,13225.0,,left_only,4.327044025157233,4.327044025157233,0.00015447108471930716
Pickens County,2012.0,29258,GA,13227.0,,left_only,4.327044025157233,4.327044025157233,0.00014789267978526326
Pierce County,2012.0,18902,GA,13229.0,,left_only,4.327044025157233,4.327044025157233,0.0002289199039867333
Pike County,2012.0,17780,GA,13231.0,,left_only,4.327044025157233,4.327044025157233,0.00024336580568938316
Polk County,2012.0,41097,GA,13233.0,,left_only,4.327044025157233,4.327044025157233,0.00010528856182099016
Pulaski County,2012.0,11716,GA,13235.0,,left_only,4.327044025157233,4.327044025157233,0.0003693277590608768
Putnam County,2012.0,21135,GA,13237.0,,left_only,4.327044025157233,4.327044025157233,0.00020473357109804743
Quitman County,2012.0,2407,GA,13239.0,,left_only,4.327044025157233,4.327044025157233,0.0017976917428987257
Rabun County,2012.0,16303,GA,13241.0,,left_only,4.327044025157233,4.327044025157233,0.0002654139744315299
Randolph County,2012.0,7310,GA,13243.0,,left_only,4.327044025157233,4.327044025157233,0.0005919348871624121
Richmond County,2012.0,201827,GA,13245.0,28.0,both,4.327044025157233,28.0,0.0001387326769956448
Rockdale County,2012.0,85453,GA,13247.0,10.0,both,4.327044025157233,10.0,0.00011702339297625595
Schley County,2012.0,5023,GA,13249.0,,left_only,4.327044025157233,4.327044025157233,0.0008614461527288936
Screven County,2012.0,14170,GA,13251.0,,left_only,4.327044025157233,4.327044025157233,0.0003053665508226699
Seminole County,2012.0,8869,GA,13253.0,,left_only,4.327044025157233,4.327044025157233,0.00048788409348937114
Spalding County,2012.0,63693,GA,13255.0,15.0,both,4.327044025157233,15.0,0.00023550468654326222
Stephens County,2012.0,25721,GA,13257.0,,left_only,4.327044025157233,4.327044025157233,0.00016823000758746677
Stewart County,2012.0,6106,GA,13259.0,,left_only,4.327044025157233,4.327044025157233,0.0007086544423775356
Sumter County,2012.0,31509,GA,13261.0,,left_only,4.327044025157233,4.327044025157233,0.00013732724063465144
Talbot County,2012.0,6643,GA,13263.0,,left_only,4.327044025157233,4.327044025157233,0.0006513689635943448
Taliaferro County,2012.0,1673,GA,13265.0,,left_only,4.327044025157233,4.327044025157233,0.0025863981023055782
Tattnall County,2012.0,25457,GA,13267.0,,left_only,4.327044025157233,4.327044025157233,0.0001699746248637794
Taylor County,2012.0,8434,GA,13269.0,,left_only,4.327044025157233,4.327044025157233,0.0005130476671991028
Telfair County,2012.0,16364,GA,13271.0,,left_only,4.327044025157233,4.327044025157233,0.0002644245921020064
Terrell County,2012.0,9225,GA,13273.0,,left_only,4.327044025157233,4.327044025157233,0.0004690562628896729
Thomas County,2012.0,44535,GA,13275.0,,left_only,4.327044025157233,4.327044025157233,9.71605259943243e-05
Tift County,2012.0,40947,GA,13277.0,,left_only,4.327044025157233,4.327044025157233,0.00010567426246507027
Toombs County,2012.0,27170,GA,13279.0,,left_only,4.327044025157233,4.327044025157233,0.00015925815329986134
Towns County,2012.0,10560,GA,13281.0,,left_only,4.327044025157233,4.327044025157233,0.00040975795692776827
Treutlen County,2012.0,6787,GA,13283.0,,left_only,4.327044025157233,4.327044025157233,0.0006375488470837236
Troup County,2012.0,68324,GA,13285.0,,left_only,4.327044025157233,4.327044025157233,6.333124561145765e-05
Turner County,2012.0,8446,GA,13287.0,,left_only,4.327044025157233,4.327044025157233,0.0005123187337387204
Twiggs County,2012.0,8560,GA,13289.0,,left_only,4.327044025157233,4.327044025157233,0.0005054957973314524
